,DATE,LOCATION_GU,TEMPERATURE,HUMID,WIND,PRECIPITATION
1035,20180222,강남구,1.89999997615814,55.9000015258789,1.10000002384186,0.0
1036,20180222,서대문구,1.79999995231628,57.0999984741211,2.59999990463257,0.0
1037,20180222,금천구,2.09999990463257,50.5,2.59999990463257,0.0
1038,20180222,양천구,2.09999990463257,58.0999984741211,2.09999990463257,0.0
1039,20180222,노원구,1.60000002384186,52.4000015258789,1.10000002384186,0.0
1040,20180222,광진구,2.29999995231628,55.2000007629395,2.0,0.0
1041,20180222,강북구,2.09999990463257,55.7999992370605,1.79999995231628,0.0
1042,20180222,송파구,2.29999995231628,53.5,2.0,0.0
1043,20180222,용산구,2.70000004768372,37.0,2.0,0.0
1044,20180222,성동구,1.0,55.4000015258789,2.5,0.0
1045,20180222,중랑구,2.0,56.2000007629395,3.09999990463257,0.0
1046,20180222,중구,1.10000002384186,58.4000015258789,1.89999997615814,0.0
1047,20180222,은평구,1.70000004768372,57.2000007629395,2.5,0.0
1048,20180222,동작구,2.40000009536743,59.5999984741211,2.29999995231628,0.0
1049,20180222,강동구,2.40000009536743,44.2000007629395,2.0,0.0
1050,20180223,동대문구,4.40000009536743,78.3000030517578,1.70000004768372,5.0
1051,20180223,성북구,4.09999990463257,79.3000030517578,1.39999997615814,6.5
1052,20180223,도봉구,3.79999995231628,82.4000015258789,1.0,5.5
1053,20180223,마포구,4.5,85.3000030517578,1.5,5.0
1054,20180223,구로구,4.69999980926514,78.9000015258789,2.79999995231628,3.5
1055,20180223,서초구,5.40000009536743,76.6999969482422,2.0,5.0
1056,20180223,강남구,4.80000019073486,77.4000015258789,1.10000002384186,4.0
1057,20180223,서대문구,4.19999980926514,80.6999969482422,2.0,5.5
1058,20180223,금천구,5.09999990463257,71.6999969482422,2.29999995231628,5.0
1059,20180223,양천구,4.90000009536743,78.1999969482422,1.70000004768372,4.0
1060,20180223,노원구,3.59999990463257,83.8000030517578,1.0,6.5
1061,20180223,광진구,5.0,78.5999984741211,1.70000004768372,4.0
1062,20180223,강북구,4.30000019073486,80.5999984741211,1.0,6.0
1063,20180223,송파구,5.09999990463257,78.0,1.5,4.0
1064,20180223,용산구,5.30000019073486,58.2000007629395,1.70000004768372,4.5
1065,20180223,성동구,4.69999980926514,81.0,2.29999995231628,4.0
1066,20180223,중랑구,4.59999990463257,79.9000015258789,2.29999995231628,4.5
1067,20180223,중구,3.90000009536743,81.1999969482422,1.60000002384186,4.5
1068,20180223,은평구,4.19999980926514,78.1999969482422,2.09999990463257,5.0
1069,20180223,동작구,5.19999980926514,80.6999969482422,2.09999990463257,3.0
1070,20180223,관악구,7.90000009536743,61.5,2.09999990463257,0.0
1071,20180223,강동구,5.19999980926514,69.0,1.89999997615814,4.5
1072,20180224,동대문구,3.90000009536743,45.7000007629395,1.70000004768372,0.0
1073,20180224,성북구,3.70000004768372,46.2000007629395,1.39999997615814,0.0
1074,20180224,도봉구,2.90000009536743,51.5,0.899999976158142,0.0
1075,20180224,마포구,2.79999995231628,58.0999984741211,1.5,0.0
1076,20180224,구로구,3.20000004768372,50.7000007629395,2.0,0.0
1077,20180224,서초구,4.19999980926514,49.5,1.89999997615814,0.0
1078,20180224,강남구,3.70000004768372,50.4000015258789,1.39999997615814,0.0
1079,20180224,서대문구,2.5,55.2000007629395,1.60000002384186,0.0
1080,20180224,금천구,3.90000009536743,43.2000007629395,1.60000002384186,0.0
1081,20180224,양천구,3.20000004768372,51.7000007629395,1.5,0.0
1082,20180224,노원구,3.59999990463257,45.7000007629395,0.899999976158142,0.0
1083,20180224,광진구,4.30000019073486,49.9000015258789,1.60000002384186,0.0
1084,20180224,강북구,3.79999995231628,48.2000007629395,1.10000002384186,0.0
1085,20180224,송파구,4.59999990463257,48.0,1.0,0.0
1086,20180224,용산구,4.0,32.4000015258789,1.79999995231628,0.0
1087,20180224,성동구,3.79999995231628,51.2000007629395,1.79999995231628,0.0
1088,20180224,중랑구,3.90000009536743,49.7999992370605,1.60000002384186,0.0
1089,20180224,중구,2.70000004768372,52.0999984741211,1.79999995231628,0.0
1090,20180224,은평구,2.40000009536743,54.5999984741211,1.89999997615814,0.0
1091,20180224,동작구,3.70000004768372,54.5999984741211,1.89999997615814,0.0
1092,20180224,강동구,4.40000009536743,39.2000007629395,2.0,0.0
1093,20180225,동대문구,3.0,37.4000015258789,2.09999990463257,0.0
1094,20180225,성북구,2.79999995231628,36.0999984741211,1.5,0.0
1095,20180225,도봉구,2.40000009536743,42.2999992370605,0.699999988079071,0.0
1096,20180225,마포구,1.70000004768372,50.5999984741211,1.20000004768372,0.0
1097,20180225,구로구,2.29999995231628,43.0,1.79999995231628,0.0
1098,20180225,서초구,3.5,40.2999992370605,1.39999997615814,0.0
1099,20180225,강남구,2.79999995231628,41.2999992370605,1.10000002384186,0.0
1100,20180225,서대문구,1.79999995231628,44.2000007629395,1.29999995231628,0.0
1101,20180225,금천구,2.90000009536743,34.5,1.5,0.0
1102,20180225,양천구,2.29999995231628,44.2999992370605,1.29999995231628,0.0
1103,20180225,노원구,3.0,37.5,0.800000011920929,0.0
1104,20180225,광진구,3.5,40.0,1.5,0.0
1105,20180225,강북구,3.09999990463257,39.5999984741211,1.10000002384186,0.0
1106,20180225,송파구,3.20000004768372,40.0999984741211,1.10000002384186,0.0
1107,20180225,용산구,3.40000009536743,21.8999996185303,1.39999997615814,0.0
1108,20180225,성동구,3.09999990463257,43.2000007629395,1.60000002384186,0.0
1109,20180225,중랑구,3.0,40.5,1.79999995231628,0.0
1110,20180225,중구,2.0,40.7999992370605,1.29999995231628,0.0
1111,20180225,은평구,1.60000002384186,43.9000015258789,1.39999997615814,0.0
1112,20180225,동작구,2.79999995231628,46.5999984741211,1.70000004768372,0.0
1113,20180225,강동구,3.40000009536743,31.3999996185303,1.79999995231628,0.0
1114,20180226,동대문구,3.79999995231628,42.2999992370605,1.20000004768372,0.0
1115,20180226,성북구,3.59999990463257,41.7000007629395,1.0,0.0
1116,20180226,도봉구,2.59999990463257,48.5999984741211,0.600000023841858,0.0
1117,20180226,마포구,3.0,54.9000015258789,0.899999976158142,0.0
1118,20180226,구로구,3.40000009536743,48.0,1.70000004768372,0.0
1119,20180226,서초구,3.79999995231628,47.5,1.39999997615814,0.0
1120,20180226,강남구,3.90000009536743,45.5999984741211,0.800000011920929,0.0
1121,20180226,서대문구,3.0,47.5999984741211,1.29999995231628,0.0
1122,20180226,금천구,3.70000004768372,42.5999984741211,1.10000002384186,0.0
1123,20180226,양천구,3.59999990463257,51.2000007629395,1.10000002384186,0.0
1124,20180226,노원구,3.5,43.2000007629395,0.600000023841858,0.0
1125,20180226,광진구,4.30000019073486,45.4000015258789,1.10000002384186,0.0
1126,20180226,강북구,3.79999995231628,44.5999984741211,0.699999988079071,0.0
1127,20180226,송파구,4.19999980926514,43.2000007629395,0.800000011920929,0.0
1128,20180226,용산구,4.59999990463257,26.8999996185303,1.10000002384186,0.0
1129,20180226,성동구,4.0,48.0999984741211,1.39999997615814,0.0
1130,20180226,중랑구,3.79999995231628,46.0999984741211,1.20000004768372,0.0
1131,20180226,중구,2.70000004768372,48.0999984741211,1.20000004768372,0.0
1132,20180226,은평구,2.90000009536743,48.4000015258789,1.20000004768372,0.0
1133,20180226,동작구,4.09999990463257,51.5999984741211,1.5,0.0
1134,20180226,강동구,4.40000009536743,36.4000015258789,1.20000004768372,0.0
1135,20180227,동대문구,4.90000009536743,46.2000007629395,1.39999997615814,0.0
1136,20180227,성북구,4.80000019073486,45.2000007629395,0.699999988079071,0.0
1137,20180227,도봉구,3.79999995231628,51.4000015258789,0.400000005960464,0.0
1138,20180227,마포구,4.59999990463257,55.7000007629395,0.699999988079071,0.0
1139,20180227,구로구,5.09999990463257,48.0999984741211,1.39999997615814,0.0
1140,20180227,서초구,5.40000009536743,47.9000015258789,0.800000011920929,0.0
1141,20180227,강남구,4.80000019073486,49.2000007629395,0.5,0.0
1142,20180227,서대문구,4.59999990463257,49.2000007629395,1.39999997615814,0.0
1143,20180227,금천구,5.40000009536743,43.5,1.10000002384186,0.0
1144,20180227,양천구,5.0,54.2000007629395,1.0,0.0
1145,20180227,노원구,4.0,47.2000007629395,0.100000001490116,0.0
1146,20180227,광진구,5.09999990463257,49.2000007629395,1.20000004768372,0.0
1147,20180227,강북구,4.80000019073486,48.5,0.400000005960464,0.0
1148,20180227,송파구,4.69999980926514,50.4000015258789,0.600000023841858,0.0
1149,20180227,용산구,5.90000009536743,31.3999996185303,0.899999976158142,0.0
1150,20180227,성동구,4.5,52.9000015258789,1.10000002384186,0.0
1151,20180227,중랑구,5.0,49.0999984741211,1.10000002384186,0.0
1152,20180227,중구,4.30000019073486,51.5,0.800000011920929,0.0
1153,20180227,은평구,4.5,51.0,1.0,0.0
